epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202046,2020-11-13,236,BA,Juazeiro,2918407,city,6482,2971.18655,69,122,0,0.0188,218162,False,False
202046,2020-11-12,235,BA,Juazeiro,2918407,city,6413,2939.55868,87,122,0,0.019,218162,False,False
202046,2020-11-11,234,BA,Juazeiro,2918407,city,6326,2899.68005,74,122,0,0.0193,218162,False,False
202046,2020-11-10,233,BA,Juazeiro,2918407,city,6252,2865.76031,31,122,0,0.0195,218162,False,False
202046,2020-11-09,232,BA,Juazeiro,2918407,city,6221,2851.55068,0,122,0,0.0196,218162,False,False
202046,2020-11-08,231,BA,Juazeiro,2918407,city,6221,2851.55068,51,122,1,0.0196,218162,False,False
202045,2020-11-07,230,BA,Juazeiro,2918407,city,6170,2828.17356,66,121,0,0.0196,218162,False,False
202045,2020-11-06,229,BA,Juazeiro,2918407,city,6104,2797.92081,64,121,1,0.0198,218162,False,False
202045,2020-11-05,228,BA,Juazeiro,2918407,city,6040,2768.58481,39,120,3,0.0199,218162,False,False
202045,2020-11-04,227,BA,Juazeiro,2918407,city,6001,2750.70819,2,117,0,0.0195,218162,False,False
202045,2020-11-03,226,BA,Juazeiro,2918407,city,5999,2749.79144,1,117,0,0.0195,218162,False,False
202045,2020-11-02,225,BA,Juazeiro,2918407,city,5998,2749.33306,2,117,0,0.0195,218162,False,False
202045,2020-11-01,224,BA,Juazeiro,2918407,city,5996,2748.41631,0,117,1,0.0195,218162,False,False
202044,2020-10-31,223,BA,Juazeiro,2918407,city,5996,2748.41631,38,116,0,0.0193,218162,False,False
202044,2020-10-30,222,BA,Juazeiro,2918407,city,5958,2730.99807,72,116,0,0.0195,218162,False,False
202044,2020-10-29,221,BA,Juazeiro,2918407,city,5886,2697.99507,75,116,0,0.0197,218162,False,False
202044,2020-10-28,220,BA,Juazeiro,2918407,city,5811,2663.61695,56,116,0,0.02,218162,False,False
202044,2020-10-27,219,BA,Juazeiro,2918407,city,5755,2637.94795,12,116,0,0.0202,218162,False,False
202044,2020-10-26,218,BA,Juazeiro,2918407,city,5743,2632.44745,10,116,1,0.0202,218162,False,False
202044,2020-10-25,217,BA,Juazeiro,2918407,city,5733,2627.8637,35,115,0,0.0201,218162,False,False
202043,2020-10-24,216,BA,Juazeiro,2918407,city,5698,2611.82057,45,115,0,0.0202,218162,False,False
202043,2020-10-23,215,BA,Juazeiro,2918407,city,5653,2591.1937,44,115,2,0.0203,218162,False,False
202043,2020-10-22,214,BA,Juazeiro,2918407,city,5609,2571.0252,29,113,0,0.0201,218162,False,False
202043,2020-10-21,213,BA,Juazeiro,2918407,city,5580,2557.73233,35,113,1,0.0203,218162,False,False
202043,2020-10-20,212,BA,Juazeiro,2918407,city,5545,2541.6892,18,112,0,0.0202,218162,False,False
202043,2020-10-19,211,BA,Juazeiro,2918407,city,5527,2533.43845,9,112,0,0.0203,218162,False,False
202043,2020-10-18,210,BA,Juazeiro,2918407,city,5518,2529.31308,35,112,0,0.0203,218162,False,False
202042,2020-10-17,209,BA,Juazeiro,2918407,city,5483,2513.26996,34,112,0,0.0204,218162,False,False
202042,2020-10-16,208,BA,Juazeiro,2918407,city,5449,2497.68521,32,112,1,0.0206,218162,False,False
202042,2020-10-15,207,BA,Juazeiro,2918407,city,5417,2483.01721,56,111,0,0.0205,218162,False,False
202042,2020-10-14,206,BA,Juazeiro,2918407,city,5361,2457.34821,19,111,1,0.0207,218162,False,False
202042,2020-10-13,205,BA,Juazeiro,2918407,city,5342,2448.63908,1,110,0,0.0206,218162,False,False
202042,2020-10-12,204,BA,Juazeiro,2918407,city,5341,2448.18071,0,110,0,0.0206,218162,False,False
202042,2020-10-11,203,BA,Juazeiro,2918407,city,5341,2448.18071,24,110,1,0.0206,218162,False,False
202041,2020-10-10,202,BA,Juazeiro,2918407,city,5317,2437.17971,22,109,0,0.0205,218162,False,False
202041,2020-10-09,201,BA,Juazeiro,2918407,city,5295,2427.09546,18,109,1,0.0206,218162,False,False
202041,2020-10-08,200,BA,Juazeiro,2918407,city,5277,2418.84471,33,108,1,0.0205,218162,False,False
202041,2020-10-07,199,BA,Juazeiro,2918407,city,5244,2403.71834,15,107,0,0.0204,218162,False,False
202041,2020-10-06,198,BA,Juazeiro,2918407,city,5229,2396.84271,11,107,1,0.0205,218162,False,False
202041,2020-10-05,197,BA,Juazeiro,2918407,city,5218,2391.80059,0,106,0,0.0203,218162,False,False
202041,2020-10-04,196,BA,Juazeiro,2918407,city,5218,2391.80059,13,106,0,0.0203,218162,False,False
202040,2020-10-03,195,BA,Juazeiro,2918407,city,5205,2385.84171,27,106,2,0.0204,218162,False,False
202040,2020-10-02,194,BA,Juazeiro,2918407,city,5178,2373.46559,17,104,0,0.0201,218162,False,False
202040,2020-10-01,193,BA,Juazeiro,2918407,city,5161,2365.67322,36,104,2,0.0202,218162,False,False
202040,2020-09-30,192,BA,Juazeiro,2918407,city,5125,2349.17172,31,102,0,0.0199,218162,False,False
202040,2020-09-29,191,BA,Juazeiro,2918407,city,5094,2334.96209,13,102,1,0.02,218162,False,False
202040,2020-09-28,190,BA,Juazeiro,2918407,city,5081,2329.00322,0,101,0,0.0199,218162,False,False
